8,201	3,295	658
9,4	3,295	635
10,6	3,305	632
11,8	3,3	628
13,001	3,3	628
14,201	3,305	616
15,4	3,305	608
16,601	3,305	675
17,8	3,3	657
19,001	3,3	649
20,201	3,305	627
21,4	3,295	648
22,6	3,3	661
23,8	3,305	615
25,001	3,295	613
26,201	3,305	621
27,4	3,3	635
28,6	3,3	643
29,8	3,305	656
MIN=0	-10	0
MAX=30	10	10
SCALE=30	5	5
DEC=1	2	0
DEF="Zeit" t / s	"Spannung" U_B1 / V	"Rate" R_A1 / 1/s
1,1	3,405	618
2,3	3,41	670
3,501	3,405	629
4,701	3,4	653
5,901	3,39	661
7,101	3,4	659
8,3	3,405	619
9,401	3,405	617
10,6	3,41	643
11,8	3,41	659
12,901	3,41	668
14,1	3,41	654
15,3	3,405	631
16,401	3,39	632
17,501	3,405	615
18,701	3,405	658
19,901	3,4	636
21,1	3,41	646
22,3	3,405	658
23,501	3,4	701
24,701	3,405	646
25,901	3,405	640
27,1	3,405	669
28,3	3,405	643
29,501	3,405	660
MIN=0	-10	0
MAX=30	10	10
SCALE=30	5	5
DEC=1	2	0
DEF="Zeit" t / s	"Spannung" U_B1 / V	"Rate" R_A1 / 1/s
1	3,52	618
2,2	3,515	649
3,401	3,51	610
4,601	3,515	677
5,802	3,52	630
7	3,525	674
8,2	3,5	648
9,401	3,505	674
10,602	3,515	645
11,8	3,515	687
13	3,51	684
14,2	3,505	645
15,401	3,5	654
16,601	3,51	635
17,8	3,51	660
19	3,51	680
20,2	3,515	665
21,401	3,505	655
22,601	3,51	649
23,8	3,505	650
25	3,51	611
26,2	3,515	689
27,401	3,505	662
28,6	3,505	642
29,8	3,51	654
MIN=0	-10	0
MAX=30	10	10
SCALE=30	5	5
DEC=1	2	0
DEF="Zeit" t / s	"Spannung" U_B1 / V	"Rate" R_A1 / 1/s
1,001	3,605	663
2,201	3,59	664
3,4	3,6	618
4,6	3,59	676
5,801	3,605	673
7,001	3,595	715
8,201	3,59	649
9,4	3,6	665
10,6	3,6	659
11,801	3,595	705
13,001	3,605	692
14,2	3,605	690
15,4	3,6	667
16,6	3,6	666
17,801	3,605	702
19,001	3,6	667
20,2	3,6	685
21,4	3,605	722
22,6	3,61	692
23,801	3,605	684
25,001	3,605	670
26,2	3,61	682
27,4	3,605	667
28,6	3,6	617
29,801	3,605	598
MIN=0	-10	0
MAX=30	10	10
SCALE=30	5	5
DEC=1	2	0
DEF="Zeit" t / s	"Spannung" U_B1 / V	"Rate" R_A1 / 1/s
1,1	3,705	699
2,301	3,71	662
3,501	3,7	649
4,701	3,685	663
5,9	3,71	679
7,1	3,695	698
8,301	3,705	644
9,501	3,685	658
10,701	3,71	690
11,9	3,71	679
13,1	3,71	657
14,301	3,7	663
15,501	3,705	685
16,701	3,695	693
17,9	3,71	655
19,1	3,7	626
20,301	3,715	674
21,501	3,71	631
22,7	3,7	662
23,9	3,7	689
25,1	3,7	696
26,301	3,695	640
27,501	3,7	653
28,7	3,705	670
29,9	3,7	688
MIN=0	-10	0
MAX=30	10	10
SCALE=30	5	5
DEC=1	2	0
DEF="Zeit" t / s	"Spannung" U_B1 / V	"Rate" R_A1 / 1/s
1	3,805	686
2,101	3,795	638
3,2	3,81	707
4,401	3,8	680
5,601	3,79	693
6,7	3,795	672
7,902	3,805	686
9,101	3,805	691
10,2	3,78	713
11,401	3,795	642
12,601	3,805	689
13,7	3,8	684
14,901	3,795	692
16,101	3,805	654
17,2	3,8	669
18,401	3,805	702
19,601	3,8	675
20,8	3,8	706
22	3,785	616
23,2	3,805	676
24,401	3,8	669
25,601	3,795	688
26,8	3,805	675
28	3,805	665
29,2	3,8	683
MIN=0	-10	0
MAX=30	10	10
SCALE=30	5	5
DEC=1	2	0
DEF="Zeit" t / s	"Spannung" U_B1 / V	"Rate" R_A1 / 1/s
1,001	3,895	688
2,2	3,92	646
3,401	3,92	693
4,601	3,915	708
5,801	3,905	718
7	3,905	677
8,2	3,905	656
9,401	3,905	656
10,601	3,91	669
11,801	3,91	719
13	3,9	678
14,2	3,91	692
15,401	3,915	717
16,601	3,915	660
17,8	3,91	695
19	3,91	698
20,2	3,915	708
21,401	3,915	725
22,601	3,905	661
23,8	3,9	709
25	3,915	635
26,2	3,915	686
27,401	3,905	695
28,601	3,91	663
29,8	3,915	700
MIN=0	-10	0
MAX=30	10	10
SCALE=30	5	5
DEC=1	2	0
DEF="Zeit" t / s	"Spannung" U_B1 / V	"Rate" R_A1 / 1/s
1,1	3,97	699
2,3	4	708
3,501	4	685
4,701	3,99	682
5,901	3,985	706
7,1	3,99	701
8,3	3,995	659
9,501	3,99	670
10,701	3,995	646
11,901	3,985	716
13,1	4	676
14,3	3,99	637
15,501	4	669
16,701	3,985	665
17,9	3,985	709
19,1	3,98	661
20,3	4	687
21,501	4,01	678
22,701	3,97	655
23,9	3,995	670
25,1	4	706
26,3	3,98	627
27,501	4	710
28,701	4	671
29,9	4	710
MIN=0	-10	0
MAX=30	10	10
SCALE=30	5	5
DEC=1	2	0
DEF="Zeit" t / s	"Spannung" U_B1 / V	"Rate" R_A1 / 1/s
1,001	4,32	685
2,201	4,31	689
3,401	4,335	620
4,6	4,305	639
5,8	4,3	715
7,001	4,305	682
8,201	4,335	667
9,401	4,335	696
10,6	4,335	707
11,8	4,32	661
13,001	4,325	679
14,201	4,33	659
15,4	4,325	680
16,6	4,33	680
17,8	4,325	668
19,001	4,32	697
20,201	4,305	728
21,4	4,315	696
22,6	4,33	664
23,8	4,325	747
25,001	4,325	672
26,201	4,33	667
27,4	4,325	683
28,6	4,33	698
29,8	4,325	689
MIN=0	-10	0
MAX=30	10	10
SCALE=30	5	5
DEC=1	2	0
DEF="Zeit" t / s	"Spannung" U_B1 / V	"Rate" R_A1 / 1/s
1,101	4,635	626
2,301	4,66	707
3,501	4,655	722
4,7	4,655	684
5,9	4,68	674
7,1	4,66	708
8,301	4,665	679
9,501	4,68	661
10,7	4,67	718
11,9	4,69	696
13,1	4,685	654
14,301	4,675	726
15,501	4,675	682
16,7	4,67	683
17,901	4,635	682
19,1	4,645	661
20,301	4,665	732
21,502	4,665	664
22,7	4,675	697
23,9	4,69	695
25,1	4,665	705
26,301	4,685	683
27,5	4,625	678
28,7	4,675	712
29,9	4,675	669
MIN=0	-10	0
