MIN=0	-10	0
MAX=200	10	10
SCALE=200	5	5
DEC=0	2	0
DEF="Zeit" t / s	"Spannung" U_B1 / V	"Rate" R_A1 / 1/s
1	4,005	29
2,201	4,005	40
4,601	4,005	33
7,001	4,005	47
8,2	4	41
10,6	4,005	45
13	4,01	35
14,202	4,01	40
16,6	4,015	43
19	4,005	39
20,201	4,005	47
22,6	4,005	50
25	4	39
26,201	3,995	43
28,6	4,01	36
31	4,01	45
32,201	4,01	44
34,6	4,005	31
37	4	36
38,201	4,01	40
40,6	4,005	41
43	4	37
44,201	4,005	40
46,6	4,005	40
49	4,005	44
50,2	4,005	37
52,6	4,005	41
55	4,01	55
56,2	4,005	41
58,6	4	31
61	4,005	41
62,2	4,01	37
64,6	4,005	36
66,999	4,005	38
68,2	4,005	47
70,601	4,005	41
73	4,01	44
74,201	4	54
76,601	4,005	51
79	4,01	35
80,201	4,005	56
82,602	4,01	42
85	4,015	46
86,201	4,005	35
88,601	4,005	47
91	4,01	37
92,201	4,01	36
94,601	4,01	35
97	4,01	39
98,201	4,005	34
100,601	4,005	38
103	4	46
104,201	4,005	44
106,6	4,005	46
109	4,005	33
110,201	4,01	33
112,6	4,01	43
115	4,005	41
116,201	4,005	45
118,6	4,01	49
121	4,005	40
122,201	4,01	53
124,6	4	45
127,002	4	50
128,201	4,005	30
130,6	4,005	38
133,002	4,005	42
134,201	4,01	36
136,6	4,005	34
139	4,025	35
140,201	4,005	40
142,6	4,005	43
145	4	31
146,2	4	46
148,6	4,01	37
151	4,005	33
152,2	4,005	39
154,6	4,005	35
157	4,01	39
158,201	4	45
160,601	4,005	36
162,902	4,005	38
164	4,01	38
166,301	4,005	31
168,601	4,01	37
171	4,005	43
172,201	4,005	38
174,5	4,005	47
176,801	4,015	45
178	4,005	34
180,401	4,005	33
182,8	4,01	51
185,101	4,005	38
186,3	4	34
188,702	4,005	29
191,101	4,005	37
192,201	4,005	49
194,5	4	44
196,901	4,005	55
198	4,01	37
MIN=0	-10	0
MAX=200	10	10
SCALE=200	5	5
DEC=0	2	0
DEF="Zeit" t / s	"Spannung" U_B1 / V	"Rate" R_A1 / 1/s
1,001	4,005	16
2,2	4,005	19
4,601	4,005	21
7,001	4,01	14
8,2	4,01	16
10,601	4,005	12
13	4,01	15
14,201	4,005	17
16,601	4,005	14
19	4,005	23
20,2	4	13
22,601	4,01	18
25	4,005	17
26,2	4,01	24
28,601	4,01	16
31	4,005	19
32,2	4,01	19
34,601	4,01	16
37,004	4,005	18
38,2	4,01	30
40,601	4,005	17
43	4,005	17
44,2	4,005	21
46,6	4,005	23
49	4,015	24
50,2	4,01	25
52,601	4,01	15
55	4,005	13
56,201	4,01	17
58,6	4,005	20
61	4,02	23
62,2	4,01	15
64,6	4,005	25
67	4,005	19
68,2	4,005	16
70,601	4,005	20
73,001	4,005	29
74,201	4,005	27
76,601	4,005	20
79,001	3,995	25
80,201	4,005	26
82,601	4,005	23
85,001	4,005	17
86,2	4,005	32
88,601	4	16
91,001	4,005	29
92,2	4,015	21
94,601	4,005	21
97,001	4,005	18
98,2	4,005	16
100,601	4,005	23
103,002	4,015	18
104,2	4,015	9
106,601	4,01	20
109	4,005	10
110,2	4,01	17
112,601	4,01	17
115	4,005	22
116,2	4,005	20
118,601	4,01	24
121	4,005	23
122,2	4,01	20
124,601	4,01	20
127	4,005	27
128,2	4,005	20
130,601	4,015	18
133	4,005	20
134,2	4,005	20
136,5	4,01	16
138,9	4	22
140,101	4,015	17
142,5	4,005	17
144,9	4	29
146,1	4,005	19
148,5	4,005	13
150,9	4,005	19
152,1	4,005	20
154,5	4,005	21
156,9	4,005	30
158,101	4,005	25
160,301	4	18
162,7	4,005	21
